Group,Repeat_Setting,Repeat,Transaction_Load,TPS,Latency_ms,Success_Rate,Elapsed_s,CPU_Time_s,Peak_Memory_MB,Bytes_Written_MB,Block_File_KB,Success_SLA_ms,Node_Count,Throughput_per_Node,Propagation_Time_s,Storage_Overhead_MB,Peer_Delay_ms,Fault_Scenario,Downtime_s,Consensus_Recovery_s,Fork_Rate,Cluster_Size,Minority_Partition_Size,Byzantine_Percentage,Fault_Tolerance_Score,Fault_Tolerance_Status,Attack_Cost,Double_Spend_Window_s,Committee_Size,Quorum,Header_Only_Validation,Contract_Complexity,Gas_Fee,CPU_Usage_Percent,RAM_Usage_Percent,Bandwidth_MBps,Energy_Consumption_Wh,Payload_KB
Resource_Cost,5,2,,,,,,,0.14213848114013672,,43.3193359375,,,,,,,,,,,,,,,,,,,,,High,13190.576171875,53.20688543795974,0.027761422097682953,1.525541168416502,0.0001953125,36.2705078125
Resource_Cost,5,3,,,,,,,0.022714614868164062,,3.046875,,,,,,,,,,,,,,,,,,,,,Low,1158.49609375,0.0,0.0044364482164382935,0.25389101586592105,0.0,1.056640625
Resource_Cost,5,3,,,,,,,0.048499107360839844,,11.681640625,,,,,,,,,,,,,,,,,,,,,Medium,4085.009765625,0.0,0.009472481906414032,0.5626050794067456,0.0,7.2333984375
Resource_Cost,5,3,,,,,,,0.14213848114013672,,43.3193359375,,,,,,,,,,,,,,,,,,,,,High,13190.576171875,128.97199336614182,0.027761422097682953,1.2326229574316159,0.0005859375,36.2705078125
Resource_Cost,5,4,,,,,,,0.022119522094726562,,3.046875,,,,,,,,,,,,,,,,,,,,,Low,1158.49609375,61.93588804891809,0.004320219159126282,0.17309840782226316,0.0001953125,1.056640625
Resource_Cost,5,4,,,,,,,0.048435211181640625,,11.681640625,,,,,,,,,,,,,,,,,,,,,Medium,4085.009765625,0.0,0.009460002183914185,0.5957776623856598,0.0,7.2333984375
Resource_Cost,5,4,,,,,,,0.14213848114013672,,43.3193359375,,,,,,,,,,,,,,,,,,,,,High,13190.576171875,52.95604904161936,0.027761422097682953,1.51834921861518,0.0001953125,36.2705078125
Resource_Cost,5,5,,,,,,,0.022548675537109375,,3.046875,,,,,,,,,,,,,,,,,,,,,Low,1158.49609375,0.0,0.004404038190841675,0.25990362372525955,0.0,1.056640625
Resource_Cost,5,5,,,,,,,0.048499107360839844,,11.681640625,,,,,,,,,,,,,,,,,,,,,Medium,4085.009765625,67.69960004732596,0.009472481906414032,0.5781572289197905,0.0001953125,7.2333984375
Resource_Cost,5,5,,,,,,,0.14213848114013672,,43.3193359375,,,,,,,,,,,,,,,,,,,,,High,13190.576171875,58.95603483531323,0.027761422097682953,1.6903800612937467,0.0001953125,36.2705078125
